voter_id,photo_reference,first_name,last_name,age,age_group,gender,district,constituency,polling_station_id,booth_number,registration_status,processing_status,verification_status,verification_timestamp,processing_timestamp,queue_time_minutes,processing_time_minutes,anomaly_type
VOTER003688,synthetic://voter/003688.svg,Aarav,Joshi,53,45-54,Female,District-08,CONST-038,PS-038,4,REGISTERED,PENDING,PENDING,,,6.46,2.29,
VOTER003689,synthetic://voter/003689.svg,Ishaan,Bose,41,35-44,Female,District-09,CONST-039,PS-039,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:23:00,15.32,3.23,
VOTER003690,synthetic://voter/003690.svg,Mira,Das,72,65-74,Female,District-10,CONST-040,PS-040,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:03:00,10.2,7.32,
VOTER003691,synthetic://voter/003691.svg,Anika,Malik,67,65-74,Female,District-01,CONST-041,PS-041,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T11:09:00,7.11,7.72,
VOTER003692,synthetic://voter/003692.svg,Tara,Kapoor,50,45-54,Male,District-02,CONST-042,PS-042,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T11:27:00,8.18,3.62,
VOTER003693,synthetic://voter/003693.svg,Aarav,Joshi,34,25-34,Female,District-03,CONST-043,PS-043,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:45:00,6.87,7.46,
VOTER003694,synthetic://voter/003694.svg,Nila,Mehta,46,45-54,Male,District-04,CONST-044,PS-044,5,REGISTERED,PENDING,PENDING,,,5.42,6.01,
VOTER003695,synthetic://voter/003695.svg,Mira,Das,70,65-74,Female,District-05,CONST-045,PS-045,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:09:00,11.7,3.71,
VOTER003696,synthetic://voter/003696.svg,Aarav,Rao,44,35-44,Male,District-06,CONST-046,PS-046,1,REGISTERED,PENDING,PENDING,,,13.98,7.46,
VOTER003697,synthetic://voter/003697.svg,Nila,Malik,83,75-85,Female,District-07,CONST-047,PS-047,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T14:08:00,7.29,11.54,
VOTER003698,synthetic://voter/003698.svg,Nila,Roy,62,55-64,Female,District-08,CONST-048,PS-048,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:10:00,4.7,3.76,
VOTER003699,synthetic://voter/003699.svg,Leela,Sen,33,25-34,Male,District-09,CONST-049,PS-049,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:37:00,5.31,4.48,
VOTER003700,synthetic://voter/003700.svg,Rohan,Nair,27,25-34,Male,District-10,CONST-050,PS-050,1,REGISTERED,PENDING,PENDING,,,13.65,5.25,
VOTER003701,synthetic://voter/003701.svg,Tara,Nair,84,75-85,Female,District-01,CONST-001,PS-001,2,REGISTERED,PENDING,PENDING,,,10.4,5.6,
VOTER003702,synthetic://voter/003702.svg,Ishaan,Malik,45,45-54,Female,District-02,CONST-002,PS-002,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:45:00,10.18,5.42,
VOTER003703,synthetic://voter/003703.svg,Mira,Kapoor,23,18-24,Male,District-03,CONST-003,PS-003,2,REGISTERED,PENDING,PENDING,,,19.07,5.52,
VOTER003704,synthetic://voter/003704.svg,Ishaan,Rao,42,35-44,Female,District-04,CONST-004,PS-004,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T09:57:00,4.98,1.2,
VOTER003705,synthetic://voter/003705.svg,Leela,Joshi,65,65-74,Female,District-05,CONST-005,PS-005,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T07:53:00,8.29,4.01,
VOTER003706,synthetic://voter/003706.svg,Ishaan,Mehta,40,35-44,Female,District-06,CONST-006,PS-006,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:17:00,6.53,8.29,
VOTER003707,synthetic://voter/003707.svg,Nila,Roy,55,55-64,Male,District-07,CONST-007,PS-007,4,REGISTERED,PENDING,PENDING,,,11.11,6.76,
VOTER003708,synthetic://voter/003708.svg,Aarav,Das,64,55-64,Female,District-08,CONST-008,PS-008,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:48:00,9.83,6.09,
VOTER003709,synthetic://voter/003709.svg,Aarav,Shah,57,55-64,Male,District-09,CONST-009,PS-009,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:42:00,3.47,6.72,
VOTER003710,synthetic://voter/003710.svg,Tara,Iyer,64,55-64,Male,District-10,CONST-010,PS-010,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:27:00,6.05,9.68,
VOTER003711,synthetic://voter/003711.svg,Ishaan,Mehta,48,45-54,Female,District-01,CONST-011,PS-011,2,REGISTERED,PENDING,PENDING,,,4.14,12.51,
VOTER003712,synthetic://voter/003712.svg,Ishaan,Nair,30,25-34,Female,District-02,CONST-012,PS-012,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:12:00,16.09,4.02,
VOTER003713,synthetic://voter/003713.svg,Aarav,Iyer,25,25-34,Female,District-03,CONST-013,PS-013,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:45:00,4.47,1.2,
VOTER003714,synthetic://voter/003714.svg,Aarav,Sen,66,65-74,Female,District-04,CONST-014,PS-014,5,REGISTERED,PENDING,PENDING,,,4.15,8.06,
VOTER003715,synthetic://voter/003715.svg,Rohan,Malik,38,35-44,Female,District-05,CONST-015,PS-015,2,REGISTERED,PENDING,PENDING,,,12.99,8.74,
VOTER003716,synthetic://voter/003716.svg,Mira,Roy,71,65-74,Male,District-06,CONST-016,PS-016,1,REGISTERED,PENDING,PENDING,,,10.55,5.17,
VOTER003717,synthetic://voter/003717.svg,Rohan,Shah,63,55-64,Male,District-07,CONST-017,PS-017,3,REGISTERED,PENDING,PENDING,,,3.43,7.81,
VOTER003718,synthetic://voter/003718.svg,Sia,Mehta,36,35-44,Female,District-08,CONST-018,PS-018,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:46:00,9.56,7.59,
VOTER003719,synthetic://voter/003719.svg,Arun,Roy,19,18-24,Male,District-09,CONST-019,PS-019,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:49:00,9.16,9.31,
VOTER003720,synthetic://voter/003720.svg,Sia,Das,81,75-85,Female,District-10,CONST-020,PS-020,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T07:50:00,12.37,8.3,
VOTER003721,synthetic://voter/003721.svg,Kabir,Nair,36,35-44,Male,District-01,CONST-021,PS-021,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T11:33:00,14.39,4.93,
VOTER003722,synthetic://voter/003722.svg,Dev,Shah,34,25-34,Male,District-02,CONST-022,PS-022,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T09:05:00,10.09,8.3,
VOTER003723,synthetic://voter/003723.svg,Nila,Roy,29,25-34,Female,District-03,CONST-023,PS-023,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T07:45:00,11.0,9.31,
VOTER003724,synthetic://voter/003724.svg,Rohan,Sen,36,35-44,Male,District-04,CONST-024,PS-024,2,REGISTERED,PENDING,PENDING,,,12.41,5.02,
VOTER003725,synthetic://voter/003725.svg,Rohan,Nair,21,18-24,Male,District-05,CONST-025,PS-025,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T07:13:00,10.84,5.2,
VOTER003726,synthetic://voter/003726.svg,Nila,Sen,79,75-85,Female,District-06,CONST-026,PS-026,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:21:00,12.47,5.12,
VOTER003727,synthetic://voter/003727.svg,Leela,Malik,50,45-54,Male,District-07,CONST-027,PS-027,2,REGISTERED,PENDING,PENDING,,,0.95,1.2,
VOTER003728,synthetic://voter/003728.svg,Rohan,Nair,73,65-74,Male,District-08,CONST-028,PS-028,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:36:00,7.32,4.3,
VOTER003729,synthetic://voter/003729.svg,Kabir,Malik,73,65-74,Male,District-09,CONST-029,PS-029,5,REGISTERED,PENDING,PENDING,,,9.39,8.82,
VOTER003730,synthetic://voter/003730.svg,Leela,Das,66,65-74,Female,District-10,CONST-030,PS-030,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:28:00,5.39,1.2,
VOTER003731,synthetic://voter/003731.svg,Dev,Shah,44,35-44,Female,District-01,CONST-031,PS-031,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T09:11:00,12.62,5.16,
VOTER003732,synthetic://voter/003732.svg,Kabir,Iyer,29,25-34,Female,District-02,CONST-032,PS-032,3,REGISTERED,PENDING,PENDING,,,10.98,1.2,
VOTER003733,synthetic://voter/003733.svg,Mira,Shah,53,45-54,Female,District-03,CONST-033,PS-033,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T14:37:00,3.13,3.91,
VOTER003734,synthetic://voter/003734.svg,Kabir,Shah,45,45-54,Male,District-04,CONST-034,PS-034,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T11:22:00,8.97,6.98,
VOTER003735,synthetic://voter/003735.svg,Mira,Shah,49,45-54,Female,District-05,CONST-035,PS-035,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:15:00,13.59,4.85,
VOTER003736,synthetic://voter/003736.svg,Anika,Kapoor,51,45-54,Male,District-06,CONST-036,PS-036,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:10:00,7.19,5.51,
VOTER003737,synthetic://voter/003737.svg,Tara,Das,34,25-34,Female,District-07,CONST-037,PS-037,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:58:00,1.02,3.18,
VOTER003738,synthetic://voter/003738.svg,Tara,Sen,60,55-64,Male,District-08,CONST-038,PS-038,4,REGISTERED,PENDING,PENDING,,,13.17,8.57,
VOTER003739,synthetic://voter/003739.svg,Sia,Iyer,83,75-85,Male,District-09,CONST-039,PS-039,2,REGISTERED,PENDING,PENDING,,,3.54,7.71,
VOTER003740,synthetic://voter/003740.svg,Nila,Roy,66,65-74,Female,District-10,CONST-040,PS-040,1,REGISTERED,PENDING,PENDING,,,13.63,9.87,
VOTER003741,synthetic://voter/003741.svg,Mira,Malik,38,35-44,Female,District-01,CONST-041,PS-041,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T07:01:00,11.06,8.36,
VOTER003742,synthetic://voter/003742.svg,Kabir,Nair,37,35-44,Male,District-02,CONST-042,PS-042,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T15:42:00,9.53,8.29,
VOTER003743,synthetic://voter/003743.svg,Rohan,Roy,56,55-64,Male,District-03,CONST-043,PS-043,4,REGISTERED,PENDING,PENDING,,,10.78,3.39,
VOTER003744,synthetic://voter/003744.svg,Anika,Bose,82,75-85,Male,District-04,CONST-044,PS-044,5,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:24:00,11.62,5.19,
VOTER003745,synthetic://voter/003745.svg,Mira,Das,53,45-54,Male,District-05,CONST-045,PS-045,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T09:30:00,10.72,3.42,
VOTER003746,synthetic://voter/003746.svg,Leela,Roy,43,35-44,Female,District-06,CONST-046,PS-046,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:37:00,0.2,6.52,
VOTER003747,synthetic://voter/003747.svg,Tara,Kapoor,82,75-85,Female,District-07,CONST-047,PS-047,3,REGISTERED,PENDING,PENDING,,,3.2,6.01,
VOTER003748,synthetic://voter/003748.svg,Arun,Rao,26,25-34,Male,District-08,CONST-048,PS-048,2,REGISTERED,PENDING,PENDING,,,7.09,8.64,
VOTER003749,synthetic://voter/003749.svg,Leela,Shah,74,65-74,Male,District-09,CONST-049,PS-049,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T09:00:00,13.48,8.53,
VOTER003750,synthetic://voter/003750.svg,Nila,Mehta,72,65-74,Male,District-10,CONST-050,PS-050,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:04:00,9.34,9.06,
VOTER003751,synthetic://voter/003751.svg,Leela,Iyer,73,65-74,Female,District-01,CONST-001,PS-001,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:02:00,11.66,7.37,
VOTER003752,synthetic://voter/003752.svg,Nila,Joshi,19,18-24,Female,District-02,CONST-002,PS-002,3,REGISTERED,PENDING,PENDING,,,18.37,7.64,
VOTER003753,synthetic://voter/003753.svg,Aarav,Mehta,25,25-34,Male,District-03,CONST-003,PS-003,1,REGISTERED,PENDING,PENDING,,,6.22,6.75,
VOTER003754,synthetic://voter/003754.svg,Dev,Malik,78,75-85,Male,District-04,CONST-004,PS-004,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T09:28:00,13.72,10.29,
VOTER003755,synthetic://voter/003755.svg,Rohan,Malik,45,45-54,Female,District-05,CONST-005,PS-005,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:30:00,7.08,4.56,
VOTER003756,synthetic://voter/003756.svg,Mira,Roy,84,75-85,Female,District-06,CONST-006,PS-006,1,REGISTERED,PENDING,PENDING,,,2.45,7.25,
VOTER003757,synthetic://voter/003757.svg,Aarav,Mehta,53,45-54,Male,District-07,CONST-007,PS-007,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:26:00,11.03,10.85,
VOTER003758,synthetic://voter/003758.svg,Rohan,Iyer,46,45-54,Male,District-08,CONST-008,PS-008,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T15:59:00,8.77,10.06,
VOTER003759,synthetic://voter/003759.svg,Aarav,Nair,31,25-34,Female,District-09,CONST-009,PS-009,1,REGISTERED,PENDING,PENDING,,,6.85,7.5,
VOTER003760,synthetic://voter/003760.svg,Tara,Kapoor,37,35-44,Male,District-10,CONST-010,PS-010,1,REGISTERED,PENDING,PENDING,,,16.94,7.08,
VOTER003761,synthetic://voter/003761.svg,Rohan,Joshi,35,35-44,Male,District-01,CONST-011,PS-011,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:31:00,12.01,6.44,
VOTER003762,synthetic://voter/003762.svg,Rohan,Bose,26,25-34,Female,District-02,CONST-012,PS-012,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:57:00,6.0,2.28,
VOTER003763,synthetic://voter/003763.svg,Nila,Joshi,82,75-85,Female,District-03,CONST-013,PS-013,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:05:00,19.81,7.59,
VOTER003764,synthetic://voter/003764.svg,Nila,Malik,49,45-54,Female,District-04,CONST-014,PS-014,5,REGISTERED,PENDING,PENDING,,,6.27,3.46,
VOTER003765,synthetic://voter/003765.svg,Anika,Shah,29,25-34,Male,District-05,CONST-015,PS-015,1,REGISTERED,PENDING,PENDING,,,5.11,7.43,
VOTER003766,synthetic://voter/003766.svg,Aarav,Bose,68,65-74,Female,District-06,CONST-016,PS-016,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:44:00,4.94,5.65,
VOTER003767,synthetic://voter/003767.svg,Leela,Joshi,79,75-85,Female,District-07,CONST-017,PS-017,3,REGISTERED,PENDING,PENDING,,,14.77,7.87,
VOTER003768,synthetic://voter/003768.svg,Leela,Roy,82,75-85,Male,District-08,CONST-018,PS-018,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T09:36:00,4.38,6.04,
VOTER003769,synthetic://voter/003769.svg,Anika,Roy,56,55-64,Female,District-09,CONST-019,PS-019,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:47:00,5.84,9.72,
VOTER003770,synthetic://voter/003770.svg,Arun,Das,72,65-74,Male,District-10,CONST-020,PS-020,1,REGISTERED,PENDING,PENDING,,,6.48,4.77,
VOTER003771,synthetic://voter/003771.svg,Leela,Sen,78,75-85,Male,District-01,CONST-021,PS-021,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:26:00,4.73,6.56,
VOTER003772,synthetic://voter/003772.svg,Arun,Kapoor,20,18-24,Female,District-02,CONST-022,PS-022,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:35:00,6.51,8.92,
VOTER003773,synthetic://voter/003773.svg,Leela,Rao,73,65-74,Female,District-03,CONST-023,PS-023,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T14:00:00,7.33,4.87,
VOTER003774,synthetic://voter/003774.svg,Aarav,Bose,18,18-24,Male,District-04,CONST-024,PS-024,1,REGISTERED,PENDING,PENDING,,,7.83,9.09,
VOTER003775,synthetic://voter/003775.svg,Tara,Bose,48,45-54,Female,District-05,CONST-025,PS-025,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:07:00,10.6,6.87,
VOTER003776,synthetic://voter/003776.svg,Arun,Kapoor,24,18-24,Male,District-06,CONST-026,PS-026,2,REGISTERED,PENDING,PENDING,,,16.32,9.54,
VOTER003777,synthetic://voter/003777.svg,Ishaan,Das,76,75-85,Female,District-07,CONST-027,PS-027,1,REGISTERED,PENDING,PENDING,,,9.0,2.5,
VOTER003778,synthetic://voter/003778.svg,Nila,Bose,51,45-54,Male,District-08,CONST-028,PS-028,3,REGISTERED,PENDING,PENDING,,,5.83,5.95,
VOTER003779,synthetic://voter/003779.svg,Tara,Kapoor,69,65-74,Female,District-09,CONST-029,PS-029,5,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:49:00,8.96,7.68,
VOTER003780,synthetic://voter/003780.svg,Leela,Roy,68,65-74,Male,District-10,CONST-030,PS-030,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:39:00,11.28,4.16,
VOTER003781,synthetic://voter/003781.svg,Nila,Malik,37,35-44,Female,District-01,CONST-031,PS-031,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:21:00,10.87,7.61,
VOTER003782,synthetic://voter/003782.svg,Kabir,Mehta,62,55-64,Male,District-02,CONST-032,PS-032,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:10:00,1.91,3.18,
VOTER003783,synthetic://voter/003783.svg,Arun,Roy,69,65-74,Female,District-03,CONST-033,PS-033,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T11:28:00,10.55,1.2,
VOTER003784,synthetic://voter/003784.svg,Ishaan,Bose,42,35-44,Female,District-04,CONST-034,PS-034,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:53:00,8.91,9.74,
VOTER003785,synthetic://voter/003785.svg,Tara,Roy,56,55-64,Female,District-05,CONST-035,PS-035,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:07:00,11.81,7.25,
VOTER003786,synthetic://voter/003786.svg,Sia,Joshi,50,45-54,Female,District-06,CONST-036,PS-036,1,REGISTERED,PENDING,PENDING,,,2.8,5.95,
VOTER003787,synthetic://voter/003787.svg,Aarav,Malik,55,55-64,Female,District-07,CONST-037,PS-037,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:48:00,6.25,7.51,
VOTER003788,synthetic://voter/003788.svg,Aarav,Mehta,81,75-85,Male,District-08,CONST-038,PS-038,4,REGISTERED,PENDING,PENDING,,,3.4,8.73,
VOTER003789,synthetic://voter/003789.svg,Tara,Nair,21,18-24,Female,District-09,CONST-039,PS-039,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:19:00,9.28,4.81,
VOTER003790,synthetic://voter/003790.svg,Rohan,Bose,23,18-24,Male,District-10,CONST-040,PS-040,3,REGISTERED,PENDING,PENDING,,,7.36,6.04,
VOTER003791,synthetic://voter/003791.svg,Nila,Nair,22,18-24,Female,District-01,CONST-041,PS-041,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:01:00,3.24,7.13,
VOTER003792,synthetic://voter/003792.svg,Nila,Shah,68,65-74,Female,District-02,CONST-042,PS-042,1,REGISTERED,PENDING,PENDING,,,12.29,9.12,
VOTER003793,synthetic://voter/003793.svg,Rohan,Bose,72,65-74,Female,District-03,CONST-043,PS-043,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:22:00,6.66,3.79,
VOTER003794,synthetic://voter/003794.svg,Leela,Iyer,65,65-74,Female,District-04,CONST-044,PS-044,5,REGISTERED,PENDING,PENDING,,,10.25,2.21,
VOTER003795,synthetic://voter/003795.svg,Ishaan,Mehta,80,75-85,Female,District-05,CONST-045,PS-045,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:39:00,12.0,7.94,
VOTER003796,synthetic://voter/003796.svg,Leela,Sen,47,45-54,Female,District-06,CONST-046,PS-046,1,REGISTERED,PENDING,PENDING,,,11.4,2.17,
VOTER003797,synthetic://voter/003797.svg,Dev,Bose,52,45-54,Male,District-07,CONST-047,PS-047,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:17:00,1.05,2.6,
VOTER003798,synthetic://voter/003798.svg,Tara,Joshi,47,45-54,Male,District-08,CONST-048,PS-048,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:21:00,14.04,1.43,
VOTER003799,synthetic://voter/003799.svg,Ishaan,Malik,74,65-74,Female,District-09,CONST-049,PS-049,4,REGISTERED,PENDING,PENDING,,,16.11,1.89,
VOTER003800,synthetic://voter/003800.svg,Aarav,Roy,43,35-44,Female,District-10,CONST-050,PS-050,1,REGISTERED,PENDING,PENDING,,,13.79,1.79,
VOTER003801,synthetic://voter/003801.svg,Arun,Iyer,76,75-85,Male,District-01,CONST-001,PS-001,2,REGISTERED,PENDING,PENDING,,,8.94,8.06,
VOTER003802,synthetic://voter/003802.svg,Dev,Roy,37,35-44,Male,District-02,CONST-002,PS-002,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:50:00,10.97,6.03,
VOTER003803,synthetic://voter/003803.svg,Ishaan,Joshi,48,45-54,Female,District-03,CONST-003,PS-003,3,REGISTERED,PENDING,PENDING,,,2.88,6.38,
VOTER003804,synthetic://voter/003804.svg,Rohan,Shah,36,35-44,Female,District-04,CONST-004,PS-004,1,REGISTERED,PENDING,PENDING,,,11.76,3.6,
VOTER003805,synthetic://voter/003805.svg,Dev,Mehta,29,25-34,Male,District-05,CONST-005,PS-005,1,REGISTERED,PENDING,PENDING,,,3.45,1.2,
VOTER003806,synthetic://voter/003806.svg,Leela,Bose,39,35-44,Female,District-06,CONST-006,PS-006,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:50:00,10.61,7.77,
VOTER003807,synthetic://voter/003807.svg,Nila,Bose,60,55-64,Male,District-07,CONST-007,PS-007,4,REGISTERED,PENDING,PENDING,,,11.18,4.0,
VOTER003808,synthetic://voter/003808.svg,Arun,Nair,52,45-54,Male,District-08,CONST-008,PS-008,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:23:00,6.37,7.0,
VOTER003809,synthetic://voter/003809.svg,Sia,Malik,54,45-54,Male,District-09,CONST-009,PS-009,3,REGISTERED,PENDING,PENDING,,,9.87,6.49,
VOTER003810,synthetic://voter/003810.svg,Arun,Nair,28,25-34,Female,District-10,CONST-010,PS-010,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T07:18:00,10.78,5.07,
VOTER003811,synthetic://voter/003811.svg,Sia,Shah,25,25-34,Female,District-01,CONST-011,PS-011,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:42:00,11.16,2.73,
VOTER003812,synthetic://voter/003812.svg,Mira,Malik,74,65-74,Male,District-02,CONST-012,PS-012,3,REGISTERED,PENDING,PENDING,,,7.53,2.96,
VOTER003813,synthetic://voter/003813.svg,Dev,Sen,81,75-85,Female,District-03,CONST-013,PS-013,2,REGISTERED,PENDING,PENDING,,,8.0,9.37,
VOTER003814,synthetic://voter/003814.svg,Ishaan,Sen,51,45-54,Female,District-04,CONST-014,PS-014,5,REGISTERED,PENDING,PENDING,,,8.52,7.59,
VOTER003815,synthetic://voter/003815.svg,Aarav,Das,32,25-34,Female,District-05,CONST-015,PS-015,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:38:00,9.79,7.23,
VOTER003816,synthetic://voter/003816.svg,Tara,Sen,83,75-85,Female,District-06,CONST-016,PS-016,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T14:59:00,10.04,1.2,
VOTER003817,synthetic://voter/003817.svg,Kabir,Das,71,65-74,Male,District-07,CONST-017,PS-017,3,REGISTERED,PENDING,PENDING,,,6.4,5.92,
VOTER003818,synthetic://voter/003818.svg,Arun,Bose,66,65-74,Female,District-08,CONST-018,PS-018,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T14:11:00,8.16,5.7,
VOTER003819,synthetic://voter/003819.svg,Kabir,Malik,71,65-74,Male,District-09,CONST-019,PS-019,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T11:48:00,10.37,6.55,
VOTER003820,synthetic://voter/003820.svg,Anika,Sen,24,18-24,Female,District-10,CONST-020,PS-020,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:48:00,11.73,7.24,
VOTER003821,synthetic://voter/003821.svg,Ishaan,Shah,38,35-44,Male,District-01,CONST-021,PS-021,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:50:00,7.3,7.85,
VOTER003822,synthetic://voter/003822.svg,Nila,Joshi,77,75-85,Female,District-02,CONST-022,PS-022,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T07:37:00,6.91,5.27,
VOTER003823,synthetic://voter/003823.svg,Aarav,Shah,20,18-24,Male,District-03,CONST-023,PS-023,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:42:00,14.77,3.55,
VOTER003824,synthetic://voter/003824.svg,Sia,Shah,19,18-24,Male,District-04,CONST-024,PS-024,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:57:00,13.65,9.02,
VOTER003825,synthetic://voter/003825.svg,Leela,Mehta,24,18-24,Female,District-05,CONST-025,PS-025,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:32:00,16.0,7.82,
VOTER003826,synthetic://voter/003826.svg,Aarav,Bose,68,65-74,Male,District-06,CONST-026,PS-026,2,REGISTERED,PENDING,PENDING,,,11.02,7.66,
VOTER003827,synthetic://voter/003827.svg,Anika,Roy,40,35-44,Male,District-07,CONST-027,PS-027,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:12:00,6.84,7.37,
VOTER003828,synthetic://voter/003828.svg,Aarav,Rao,35,35-44,Female,District-08,CONST-028,PS-028,1,REGISTERED,PENDING,PENDING,,,7.01,7.04,
VOTER003829,synthetic://voter/003829.svg,Sia,Malik,32,25-34,Male,District-09,CONST-029,PS-029,5,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:23:00,7.73,1.78,
VOTER003830,synthetic://voter/003830.svg,Leela,Das,64,55-64,Female,District-10,CONST-030,PS-030,3,REGISTERED,PENDING,PENDING,,,6.09,5.68,
VOTER003831,synthetic://voter/003831.svg,Arun,Shah,65,65-74,Female,District-01,CONST-031,PS-031,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:16:00,8.7,1.3,
VOTER003832,synthetic://voter/003832.svg,Mira,Bose,18,18-24,Male,District-02,CONST-032,PS-032,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:34:00,0.2,7.38,
VOTER003833,synthetic://voter/003833.svg,Sia,Joshi,61,55-64,Male,District-03,CONST-033,PS-033,3,REGISTERED,PENDING,PENDING,,,6.29,6.97,
VOTER003834,synthetic://voter/003834.svg,Mira,Rao,33,25-34,Female,District-04,CONST-034,PS-034,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T07:48:00,9.3,6.65,
VOTER003835,synthetic://voter/003835.svg,Leela,Joshi,42,35-44,Male,District-05,CONST-035,PS-035,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:50:00,5.96,8.32,
VOTER003836,synthetic://voter/003836.svg,Leela,Bose,19,18-24,Female,District-06,CONST-036,PS-036,3,REGISTERED,PENDING,PENDING,,,4.65,9.23,
VOTER003837,synthetic://voter/003837.svg,Aarav,Das,81,75-85,Female,District-07,CONST-037,PS-037,2,REGISTERED,PENDING,PENDING,,,12.62,7.16,
